session_id,source_id,source_url,draw_date,draw_time,state,banca,premio,milhar,centena,dezena,grupo,bicho,super5,scraped_at_utc
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,1,5106,106,06,2,Águia,"7,8,11,12,25",2026-04-05T21:24:27.456992
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,2,9923,923,23,6,Cabra,"7,8,11,12,25",2026-04-05T21:24:27.456992
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,3,6538,538,38,10,Coelho,"7,8,11,12,25",2026-04-05T21:24:27.456992
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,4,7848,848,48,12,Elefante,"7,8,11,12,25",2026-04-05T21:24:27.456992
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,5,8911,911,11,3,Burro,"7,8,11,12,25",2026-04-05T21:24:27.456992
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,1,8625,625,25,7,Carneiro,"1,9,10,16,21",2026-04-05T21:24:27.457387
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,2,7074,074,74,19,Pavão,"1,9,10,16,21",2026-04-05T21:24:27.457387
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,3,2350,350,50,13,Galo,"1,9,10,16,21",2026-04-05T21:24:27.457387
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,4,1892,892,92,23,Urso,"1,9,10,16,21",2026-04-05T21:24:27.457387
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,5,0909,909,09,3,Burro,"1,9,10,16,21",2026-04-05T21:24:27.457387
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,1,7247,247,47,12,Elefante,"1,13,18,22,26",2026-04-05T21:24:27.457718
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,2,8423,423,23,6,Cabra,"1,13,18,22,26",2026-04-05T21:24:27.457718
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,3,5844,844,44,11,Cavalo,"1,13,18,22,26",2026-04-05T21:24:27.457718
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,4,6293,293,93,24,Veado,"1,13,18,22,26",2026-04-05T21:24:27.457718
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,5,4432,432,32,8,Camelo,"1,13,18,22,26",2026-04-05T21:24:27.457718
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,1,6308,308,08,2,Águia,"2,3,6,8,20",2026-04-05T21:24:27.458151
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,2,0854,854,54,14,Gato,"2,3,6,8,20",2026-04-05T21:24:27.458151
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,3,6563,563,63,16,Leão,"2,3,6,8,20",2026-04-05T21:24:27.458151
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,4,3217,217,17,5,Cachorro,"2,3,6,8,20",2026-04-05T21:24:27.458151
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,5,6362,362,62,16,Leão,"2,3,6,8,20",2026-04-05T21:24:27.458151
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,1,5299,299,99,25,Vaca,"5,8,12,23,26",2026-04-05T21:24:31.155151
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,2,5485,485,85,22,Tigre,"5,8,12,23,26",2026-04-05T21:24:31.155151
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,3,5026,026,26,7,Carneiro,"5,8,12,23,26",2026-04-05T21:24:31.155151
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,4,5408,408,08,2,Águia,"5,8,12,23,26",2026-04-05T21:24:31.155151
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,5,8508,508,08,2,Águia,"5,8,12,23,26",2026-04-05T21:24:31.155151
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,1,9292,292,92,23,Urso,"3,13,18,21,22",2026-04-05T21:24:31.155711
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,2,9050,050,50,13,Galo,"3,13,18,21,22",2026-04-05T21:24:31.155711
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,3,3696,696,96,24,Veado,"3,13,18,21,22",2026-04-05T21:24:31.155711
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,4,3078,078,78,20,Peru,"3,13,18,21,22",2026-04-05T21:24:31.155711
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,5,3814,814,14,4,Borboleta,"3,13,18,21,22",2026-04-05T21:24:31.155711
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,1,2292,292,92,23,Urso,"7,9,10,21,22",2026-04-05T21:24:31.240922
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,2,5927,927,27,7,Carneiro,"7,9,10,21,22",2026-04-05T21:24:31.240922
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,3,4628,628,28,7,Carneiro,"7,9,10,21,22",2026-04-05T21:24:31.240922
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,4,5411,411,11,3,Burro,"7,9,10,21,22",2026-04-05T21:24:31.240922
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,5,2202,202,02,1,Avestruz,"7,9,10,21,22",2026-04-05T21:24:31.240922
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,1,1941,941,41,11,Cavalo,"4,10,15,18,21",2026-04-05T21:24:31.241443
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,2,3425,425,25,7,Carneiro,"4,10,15,18,21",2026-04-05T21:24:31.241443
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,3,7817,817,17,5,Cachorro,"4,10,15,18,21",2026-04-05T21:24:31.241443
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,4,7424,424,24,6,Cabra,"4,10,15,18,21",2026-04-05T21:24:31.241443
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,5,1323,323,23,6,Cabra,"4,10,15,18,21",2026-04-05T21:24:31.241443
look_loterias_050420261600,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,16:00,GO,,1,3984,984,84,21,Touro,"1,10,11,18,19",2026-04-05T21:24:31.241860
look_loterias_050420261600,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,16:00,GO,,2,9736,736,36,9,Cobra,"1,10,11,18,19",2026-04-05T21:24:31.241860
look_loterias_050420261600,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,16:00,GO,,3,0420,420,20,5,Cachorro,"1,10,11,18,19",2026-04-05T21:24:31.241860
look_loterias_050420261600,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,16:00,GO,,4,4716,716,16,4,Borboleta,"1,10,11,18,19",2026-04-05T21:24:31.241860
look_loterias_050420261600,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,16:00,GO,,5,8783,783,83,21,Touro,"1,10,11,18,19",2026-04-05T21:24:31.241860
look_loterias_050420261800,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,18:00,GO,,1,0399,399,99,25,Vaca,"9,12,14,16,22",2026-04-05T21:24:31.242185
look_loterias_050420261800,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,18:00,GO,,2,3781,781,81,21,Touro,"9,12,14,16,22",2026-04-05T21:24:31.242185
look_loterias_050420261800,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,18:00,GO,,3,9383,383,83,21,Touro,"9,12,14,16,22",2026-04-05T21:24:31.242185
look_loterias_050420261800,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,18:00,GO,,4,1429,429,29,8,Camelo,"9,12,14,16,22",2026-04-05T21:24:31.242185
look_loterias_050420261800,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,18:00,GO,,5,8837,837,37,10,Coelho,"9,12,14,16,22",2026-04-05T21:24:31.242185
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,1,5106,106,06,2,Águia,"7,8,11,12,25",2026-04-05T21:39:49.856710
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,2,9923,923,23,6,Cabra,"7,8,11,12,25",2026-04-05T21:39:49.856710
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,3,6538,538,38,10,Coelho,"7,8,11,12,25",2026-04-05T21:39:49.856710
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,4,7848,848,48,12,Elefante,"7,8,11,12,25",2026-04-05T21:39:49.856710
boa_sorte_050420260900,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,09:00,GO,,5,8911,911,11,3,Burro,"7,8,11,12,25",2026-04-05T21:39:49.856710
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,1,8625,625,25,7,Carneiro,"1,9,10,16,21",2026-04-05T21:39:49.857231
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,2,7074,074,74,19,Pavão,"1,9,10,16,21",2026-04-05T21:39:49.857231
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,3,2350,350,50,13,Galo,"1,9,10,16,21",2026-04-05T21:39:49.857231
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,4,1892,892,92,23,Urso,"1,9,10,16,21",2026-04-05T21:39:49.857231
boa_sorte_050420261100,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,11:00,GO,,5,0909,909,09,3,Burro,"1,9,10,16,21",2026-04-05T21:39:49.857231
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,1,7247,247,47,12,Elefante,"1,13,18,22,26",2026-04-05T21:39:49.857708
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,2,8423,423,23,6,Cabra,"1,13,18,22,26",2026-04-05T21:39:49.857708
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,3,5844,844,44,11,Cavalo,"1,13,18,22,26",2026-04-05T21:39:49.857708
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,4,6293,293,93,24,Veado,"1,13,18,22,26",2026-04-05T21:39:49.857708
boa_sorte_050420261400,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,14:00,GO,,5,4432,432,32,8,Camelo,"1,13,18,22,26",2026-04-05T21:39:49.857708
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,1,6308,308,08,2,Águia,"2,3,6,8,20",2026-04-05T21:39:49.858142
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,2,0854,854,54,14,Gato,"2,3,6,8,20",2026-04-05T21:39:49.858142
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,3,6563,563,63,16,Leão,"2,3,6,8,20",2026-04-05T21:39:49.858142
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,4,3217,217,17,5,Cachorro,"2,3,6,8,20",2026-04-05T21:39:49.858142
boa_sorte_050420261600,boa_sorte,https://www.resultadofacil.com.br/resultados-boa-sorte-de-hoje,05/04/2026,16:00,GO,,5,6362,362,62,16,Leão,"2,3,6,8,20",2026-04-05T21:39:49.858142
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,1,5299,299,99,25,Vaca,"5,8,12,23,26",2026-04-05T21:39:54.142546
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,2,5485,485,85,22,Tigre,"5,8,12,23,26",2026-04-05T21:39:54.142546
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,3,5026,026,26,7,Carneiro,"5,8,12,23,26",2026-04-05T21:39:54.142546
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,4,5408,408,08,2,Águia,"5,8,12,23,26",2026-04-05T21:39:54.142546
look_loterias_050420260700,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,07:00,GO,,5,8508,508,08,2,Águia,"5,8,12,23,26",2026-04-05T21:39:54.142546
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,1,9292,292,92,23,Urso,"3,13,18,21,22",2026-04-05T21:39:54.142924
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,2,9050,050,50,13,Galo,"3,13,18,21,22",2026-04-05T21:39:54.142924
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,3,3696,696,96,24,Veado,"3,13,18,21,22",2026-04-05T21:39:54.142924
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,4,3078,078,78,20,Peru,"3,13,18,21,22",2026-04-05T21:39:54.142924
look_loterias_050420260900,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,09:00,GO,,5,3814,814,14,4,Borboleta,"3,13,18,21,22",2026-04-05T21:39:54.142924
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,1,2292,292,92,23,Urso,"7,9,10,21,22",2026-04-05T21:39:54.143344
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,2,5927,927,27,7,Carneiro,"7,9,10,21,22",2026-04-05T21:39:54.143344
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,3,4628,628,28,7,Carneiro,"7,9,10,21,22",2026-04-05T21:39:54.143344
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,4,5411,411,11,3,Burro,"7,9,10,21,22",2026-04-05T21:39:54.143344
look_loterias_050420261100,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,11:00,GO,,5,2202,202,02,1,Avestruz,"7,9,10,21,22",2026-04-05T21:39:54.143344
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,1,1941,941,41,11,Cavalo,"4,10,15,18,21",2026-04-05T21:39:54.143689
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,2,3425,425,25,7,Carneiro,"4,10,15,18,21",2026-04-05T21:39:54.143689
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,3,7817,817,17,5,Cachorro,"4,10,15,18,21",2026-04-05T21:39:54.143689
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,4,7424,424,24,6,Cabra,"4,10,15,18,21",2026-04-05T21:39:54.143689
look_loterias_050420261400,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,14:00,GO,,5,1323,323,23,6,Cabra,"4,10,15,18,21",2026-04-05T21:39:54.143689
look_loterias_050420261600,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,16:00,GO,,1,3984,984,84,21,Touro,"1,10,11,18,19",2026-04-05T21:39:54.144114
look_loterias_050420261600,look_loterias,https://www.resultadofacil.com.br/resultados-look-loterias-de-hoje,05/04/2026,16:00,GO,,2,9736,736,36,9,Cobra,"1,10,11,18,19",2026-04-05T21:39:54.144114
